ID,Text_ro,Text_rom,ro,rmy
,,,"Fericirea aceasta este numai pentru cei tăiaţi împrejur sau şi pentru cei netăiaţi împrejur? Căci zicem că lui Avraam credinţa ,,i -a fost socotită ca neprihănire.``","Akana so phendiam ke O Del jinel le Abrahamos sa vorta, ke lel sama ka lesko pachamos."" (Gen 15:6)."
,,,"Copii, ascultaţi de părinţii voştri în toate lucrurile, căci lucrul acesta place Domnului.","Tume le glate, angla Kristo te pachan o mui ande soste godi tumare niamongo, ke kodia si drago le Devleske."
,,,"Şi părinţii noştri l-au adus, la rîndul lor, supt povăţuirea lui Iosua, cînd au intrat în ţara stăpînită de Neamurile, pe cari Dumnezeu le -a izgonit dinaintea părinţilor noştri; şi a rămas acolo pînă în zilele lui David.","Kodia tsera sas dini ka amaro narodo kai avilo pala amende, ai angerde la pensa kana sas o Josef o baro line o them katar le thema kai O Del gonisardia anda lende. Ai beshlo zhi kai avilo o David."
,,,(Căci înainte de Lege păcatul era în lume. Dar păcatul nu este ţinut în seamă cîtă vreme nu este o lege.,Mai anglal sar O Del dia o zakono ka Moses o bezex vunzhe sas ande lumia; numa sar nas inker o zakono O Del chi lelas sama le bezexeske.
,,,"După ce a fost închis Ioan, Isus a venit în Galilea, şi propovăduia Evanghelia lui Dumnezeu.","Pala kodia o Iovano sas thodino ande temnitsa, O Jesus avilo ande Galilee. Wo del duma e lashi viasta le Devleski katar O Del."
,,,"Stăpînul său i -a zis: ,Bine, rob bun şi credincios; ai fost credincios în puţine lucruri, te voi pune peste multe lucruri; intră în bucuria stăpînului tău!`","Lesko gazda phendias leske, ""Mishto kerdian, lasho ai chacho sluga chachimasa sanas, xantsi dielasa si te thav tut baro pe but dieli, aidi ai hulav ande che gazdasko raduimos!"
,,,"Da, Tată, Te laud, pentrucă aşa ai găsit Tu cu cale!``","Anda kodia, murho Dat, naisiv tuke ke chi voia sas te kerdiol kadia."
,,,"Şi oricine nu se hrăneşte decît cu lapte, nu este obicinuit cu cuvîntul despre neprihănire, căci este un prunc.","Kana o manush pel thud dichol kai chi barilo ando Del, ai wo chi haliarel so si vorta ai so nai vorta."
,,,"Nu voim, fraţilor, să fiţi în necunoştinţă despre cei ce au adormit, ca să nu vă întristaţi ca ceilalţi, cari n'au nădejde.","Amare phral, ame mangas te zhanen o chachimos pa kodola kai mule (soven), saxke te na aven nekezhime sar le kolaver manush kai nai le chi iek azhukerimos."
,,,"şi ziceau: ,,Tu, care strici Templul, şi -l zideşti la loc în trei zile, mîntuieşte-Te pe Tine însuţi! Dacă eşti Tu Fiul lui Dumnezeu, pogoară-Te de pe cruce!``","Ai phenenas, ""Tu kai sas te xaiis e tampla, ai ande trin dies te vazdes kodia tampla, skepisar tut te san tu O Shav le Devlesko, aidi tele pa trushul."""
,,,"Fata Irodiadei a intrat la ospăţ, a jucat, şi a plăcut lui Irod şi oaspeţilor lui. Împăratul a zis fetei: ,,Cere-mi orice vrei, şi-ţi voi da.``","Ai kana e shei la Herodiaki avili andre, woi kheldias lenge, ai de sa zurales plachalias le Herodos ai won kai sas lesa, o amperato phendia ka shei, ""Phushes mandar so godi manges, ai dava tu so godi manges."""
,,,",,În zilele de pe urmă, zice Dumnezeu, voi turna din Duhul Meu peste orice făptură; feciorii voştri şi fetele voastre vor prooroci, tinerii voştri vor avea vedenii, şi bătrînii voştri vor visa visuri!","Andel paluno dies O Del phenel, shorava murho Swunto Duxo po swako manush; tumare shave ai tumare sheia profesisaren, ai tumare terne avela le vizione, ai tumare phure dikhena sune;"
,,,"Şi am văzut un alt înger, care se suia dinspre răsăritul soarelui, şi care avea pecetea Dumnezeului celui viu. El a strigat cu glas tare la cei patru îngeri, cărora le fusese dat să vatăme pămîntul şi marea,",Porme dikhlem aver angelo avela katar o Easto. Wo anelas o semno le Devlesko o zhuvindil. Wo tsipisardia ando baro glaso kal shtar angelon kai sas dine e putiera te dukhaven e phuv ai e maria.
,,,"şi am văzut pe Domnul care-mi zicea: ,Grăbeşte-te, ieşi iute din Ierusalim, căci nu vor primi mărturisirea ta despre Mine.``","ai dikhlem le Devles kai motholas mange, ""Grebisavo, ankli avri andai Jerusalem, ke o narodo chi pachana pe so phenesa pa mande."""
,,,"Oile Mele ascultă glasul Meu; Eu le cunosc, şi ele vin după Mine.","Murhe bakria ashunen murho glaso, ai zhanav le, ai aven pala mande."
,,,"Nu ştiţi că, dacă vă daţi robi cuiva, ca să -l ascultaţi, sînteţi robii aceluia de care ascultaţi, fie că este vorba de păcat, care duce la moarte, fie că este vorba de ascultare, care duce la neprihănire?","Nichi, Vov si! Zhanen mishto te thona tume te keren buchi vari kaske ai te pachan lesko mui, tume kerdion le slugi kodole gazdaski kai keren leste buchi, vai le bezexeske, kai angerel kai martia, vai te pachan o mui, ai kodia angerel andek traio vorta angla Del."
,,,"Da, voi sînteţi slava şi bucuria noastră.",Tume san amaro luvudimos ai amaro raduimos!
,,,"Pe cînd sta Pilat pe scaun la judecată, nevastă-sa a trimis să -i spună: ,,Să n'ai nimic a face cu neprihănitul acesta; căci azi am suferit mult în vis din pricina lui.``","Kana beshlias po skamin te kerel e kris, leski rhomni tradias te mothon leske, ""Na hamisavo ka kado chacho manush, ke adies chinuisardem but pala o suno kai dikhlem pa leste."""
,,,"Şi nimeni nu pune vin nou în burdufuri vechi; altmintrelea, vinul cel nou sparge burdufurile, se varsă, şi burdufurile se prăpădesc;","Khonik chi thol nevi mol andel phurane morchia; ke e mol e nevi shinel e morchi, ai e mol shordiol ai e morchi nai lashi."
,,,"noi, după ce ne-am adunat cu toţii laolaltă, cu un gînd, am găsit cu cale să alegem nişte oameni, şi să -i trimetem la voi, împreună cu prea iubiţii noştri Barnaba şi Pavel,","Anda kodia ame diam andek than, ai mangliam te alosaras lashe manush, ai te tradas le tumenge, kodolensa kai si amenge drago o Barnabas ai o Paul."
,,,"Uitaţi-vă la păsările cerului: ele nici nu samănă, nici nu seceră, şi nici nu strîng nimic în grînare; şi totuş Tatăl vostru cel ceresc le hrăneşte. Oare nu sînteţi voi cu mult mai de preţ decît ele?","Dikhen pel chiriklia kai hurian ando cheri: chi shuden sumuntsi, chi chiden, ai chi garaven xabe andel banuria: numa tumaro Dat kai si ando rhaio pravarel le! Chi mon tume mai but sar le chiriklia?"""
,,,"Şi în privinţa aceasta, ce a fost slăvit nici n'a fost slăvit, din pricina slavei care o întrece cu mult.","Sai vi mothas, ke o luvudimos kai strefial mai anglal, nai kanchi angla luvudimos kai si akana, kai si but mai baro."
,,,"Măcar că vorbim astfel, prea iubiţilor, totuş dela voi aşteptăm lucruri mai bune şi cari însoţesc mîntuirea.","Murhe vortacha, sar phenas kadala vorbi, zhanas kai si mai lashe dieli tumenge, kai avena tumenge kana tume aven skepime."
,,,"Vreau dar ca bărbaţii să se roage în orice loc, şi să ridice spre cer mîni curate, fără mînie şi fără îndoieli.","Mangav vari kai le manush te rhuginpe, te vazden le vas te rhuginpe vuzhe ilesa, bi xoliariko ai bi chingarako."
,,,"şi va da mînie şi urgie celor ce, din duh de gîlceavă, se împotrivesc adevărului şi ascultă de nelegiuire.","Numa sikavela xoliariko zurales pe kodola kai xoliavon pe leste, ai chi keren o chachimos, numa keren le chorhe dieli,"
,,,Şi nu lăsa pe nimeni să poarte vreun vas prin Templu.,Ai chi meklia khonik te angerel vari phiria ande bar le tamploski.
,,,"Aţi omorît pe Domnul vieţii, pe care Dumnezeu L -a înviat din morţi; noi sîntem martori ai Lui.","Kerdian te mudaren kodoles kai sas o Baro o traio, kai O Del zhuvindisardia andal mule, ai ame dikhliam ai marturia sam."
,,,"pentruca credinţa voastră să fie întemeiată nu pe înţelepciunea oamenilor, ci pe puterea lui Dumnezeu.","Kashte tumaro pachamos te na avel kerdo pe goji le manushenge, numa ande putiera le Devleski."
,,,"Isus învăţa în toate zilele pe norod în Templu. Şi preoţii cei mai de seamă, cărturarii şi bătrînii norodului căutau să -L omoare;","O Jesus sicharelas swako dies ande tampla, ai le bare rasha, ai le Gramnoturia, ai le bare le narodoske rodenas te mudaren le Jesusos."
,,,"Dacă aude cineva cuvintele Mele şi nu le păzeşte, nu Eu îl judec; căci Eu n'am venit să judec lumea, ci să mîntuiesc lumea.","Te si vari kon kai ashunel murhe vorbi, numa chi pachal le, chi krisiniv les, ke me chi avilem te krisiniv e lumia, numa te skepiv la lumia."
,,,Dela ceasul al şaselea pînă la ceasul al nouălea s'a făcut întunerec peste toată ţara.,Kal desh u dui po mashkar le diesesko tuniariko avilo pe lumia pe kai trin chasuria.
,,,"şi vor ieşi afară din ele. Ceice au făcut binele, vor învia pentru viaţă; iar ceice au făcut răul, vor învia pentru judecată.","Ai anklena avri andal greposhevuria, kodola kai kerde mishto anklena avri te len o traio kai chi mai getolpe. Ai kodola kai kerde o nasulimos, wushtena te nakhen pe kris te zhan ando iado."
,,,",,Ştiu faptele tale, dragostea ta, credinţa ta, slujba ta, răbdarea ta şi faptele tale depe urmă, că sînt mai multe decît cele dintîi.","Me zhanav so keren tume. Zhanav pa chi buchi, cho dragimos,cho podaimos, cho pachamos, ai chi rhavda. Zhanav kai tume keren buchi mai zurales akana sar mai anglal."
,,,dar nu puteau să stea împotriva înţelepciunii şi Duhului cu care vorbea el.,Numa nashtinas te inkeren pala leski goji ai pala Swunto Duxo kai delas duma pa lesko mui.
,,,Atunci se va vedea Fiul omului venind pe nori cu mare putere şi cu slavă.,Antunchi dikhena O Shav le Manushesko avela pel nuveria ande putiera ai ando barimos.
,,,"Ei au scos corăbiile la mal, au lăsat totul, şi au mers după El.","Antunchi line penge chunuria ai tsirde le pe phuv, ai mekle sa ai linepe pala Jesus."
,,,"Isus, care ştia în Sine că ucenicii Săi cîrteau împotriva vorbirii acesteia, le -a zis: ,,Vorbirea aceasta este pentru voi o pricină de poticnire?","O Jesus haliardia ande peste ke leske disipluria denas pe duma mashkar pende pa kado divano, anda kodia phendia lenge, ""Dukhavel tumen so ashundian?"""
,,,"Nu vă minţiţi unii pe alţii, întrucît v'aţi desbrăcat de omul cel vechi, cu faptele lui,","Na xoxaven tume iek kavres, ke meklian tumaro phurano traio le dielensa kai sas ande leste, ai lian pe tumende o traio o nevo."
,,,"După ce au ascultat pe împăratul, magii au plecat. Şi iată că steaua, pe care o văzuseră în Răsărit, mergea înaintea lor, pînă ce a venit şi s'a oprit deasupra locului unde era Pruncul.","Kana ashunde ka o amperato, geletar. Ai e chererhai kai dikhlesas ando Easto, zhalas anglal lende, zhi pon aresle po than kai sas e glata."
,,,"Căci din mulţi îndrăciţi ieşeau duhuri necurate, şi scoteau mari ţipete; mulţi slăbănogi şi şchiopi erau tămăduiţi.","Ke o beng anklelas avri anda but manush kai sas ande lende, ai tsipinas zurales, ai but manush kai nashti phirenas ai uni kai sas bange, lenge punrhe sastile."
,,,"Să nu vă numiţi ,Dascăli`; căci Unul singur este Dascălul vostru: Hristosul.","Na roden te akharen tume ""Baro"", ke iek si tumaro ""Baro"", ""O Kristo""."
,,,"şi, după ce -L vor bate cu nuiele, Îl vor omorî, dar a treia zi va învia.``","ai o trito dies si te zhuvindil."""
,,,"cei douăzeci şi patru de bătrîni cădeau înaintea Celui ce şedea pe scaunul de domnie, şi se închinau Celui ce este viu în vecii vecilor, îşi aruncau cununile înaintea scaunului de domnie, şi ziceau:","Le bish tai shtar manush (pasturia) peren tele angle Leste ai rhugin Leste, Kodo kai zhuvindil sa data ai sa data. Ai thon lenge kononuria angla leste ai phenenas,"
,,,"Au ajuns la Ierihon. Şi pe cînd ieşea Isus din Ierihon cu ucenicii Săi şi cu o mare mulţime de oameni, fiul lui Timeu, Bartimeu, un cerşetor orb, şedea jos lîngă drum, şi cerea de milă.","Ai aresle ando Jericho; kana zhanas avri anda Jericho le disiplonsa ai but manushensa, iek korho kai bushol Bartimaeus, o shav le Timaeusosko, beshelas tele pasha drom, ai mangelas xabe vai love."
,,,"Ci fiecare este ispitit, cînd este atras de pofta lui însuş şi momit.","Numa swako manush si zumado, kana si tsirdino ai lino ande atsaimos katar pesko chorho gindo."
,,,"Şi Dumnezeu a rînduit în Biserică, întîi, apostoli; al doilea, prooroci; al treilea, învăţători; apoi, pe ceice au darul minunilor; apoi pe cei ce au darul tămăduirilor, ajutorărilor, cîrmuirilor, şi vorbirii în felurite limbi.","Ai O Del thodia uni ande khangeri mai anglal le apostluria, duito le profeturia, trito le manush kai sicharen, porme kodola kai si le e podarka le miraklonge, porme kodola kai si le podarka te sastiaren, te zhutin, te poronchin, te den duma but shiba."
,,,"Ce -i drept, toţi umblă după foloasele lor, şi nu după ale lui Isus Hristos.","Sa le kolaver si lenge ferdi anda penge dieli, ai na andal dieli le Jesus Krisoske."
,,,"Isus a înţeles lucrul acesta, şi le -a zis: ,,Pentruce vă gîndiţi că n'aveţi pîni? Tot nu pricepeţi şi tot nu înţelegeţi? Aveţi inima împietrită?","O Jesus zhanglias, ai phendias lenge, ""Sostar phenen mashkar tumende, ke chi andian manrho? Chi haliaren? Ai chi den goji?"
,,,"Căci ei în adevăr ne pedepseau pentru puţine zile, cum credeau ei că e bine; dar Dumnezeu ne pedepseşte pentru binele nostru, ca să ne facă părtaşi sfinţeniei Lui.","Pala xantsi vriama amare dada pe phuv dine ame palma kana won gindisarde kai trobul ame palma. Numa O Del del ame palma pala amaro lashimos, te avas swunto sar Wo si Swunto."
,,,"Şi le -a zis: ,,Este scris: ,Casa Mea va fi o casă de rugăciune. Dar voi aţi făcut din ea o peşteră de tîlhari.``","ai phenel lenge, ""Ramome, 'Murho kher si o kher le rhugimasko; numa tume kerdian anda leste kher chorengo.'"""
,,,Mustraţi pe cei ce se despart de voi;,Ai trobul te zhutin kodolen kai nai le baro pachamos.
,,,"Femeile, cari veniseră cu Isus din Galilea, au însoţit pe Iosif; au văzut mormîntul şi felul cum a fost pus trupul lui Isus în el,","Ai le zhuvlia kai avile lesa andai Galilee linepe pala lende, ai dikhle o greposhevo ai sar sas thodino lesko stato."
,,,"Cînd s'au întors acasă, trimeşii au găsit sănătos pe robul care fusese bolnav.","Kana aresle khere le manush kai sas tradine katar kodo manush karing O Jesus, arakhle sasto o sluga kai sas naswalo."
,,,"Pe cînd şedea Isus la masă, în casă, iată că au venit o mulţime de vameşi şi păcătoşi, şi au şezut la masă cu El şi cu ucenicii Lui.","Kana O Jesus xalas ande lesko kher, but manush kai chiden e taksa, ai le bezexale avile te beshen kai skafidi lesa ai leske disiplonsa."
,,,"dar Fariseii şi învăţătorii Legii au zădărnicit planul lui Dumnezeu pentru ei, neprimind botezul lui.","Numa le Farizeanuria ai le ablokatura chi bolenas pe lestar, phende ke nas vorta so mothol O Del."
,,,Isus învăţa pe norod într'o sinagogă în ziua Sabatului.,O Jesus sicharelas ande synagogue andek dies savatone.
,,,"Deaceea, Împărăţia cerurilor se aseamănă cu un împărat, care a vrut să se socotească cu robii săi.","""E amperetsia le rhaioski si sar iek amperto kai manglias te dikhel sode kamenas leske, leske slugi."
,,,"Cel mai tînăr din ei a zis tatălui său: ,Tată, dă-mi partea de avere, ce mi se cuvine.` Şi tatăl le -a împărţit averea.","O mai terno phendia peske dadeske, ""Murho dat, de ma o barvalimos kai trobul te avel ma. Ai o dat dia les so trobulas te avel les dino."
,,,"Ci mă port aspru cu trupul meu, şi -l ţin în stăpînire, ca nu cumva, dupăce am propovăduit altora, eu însumi să fiu lepădat.","Numa chinuiv murho stato, ai ninkerav les zurales: daratar te na avav shudinome pala e lashi viasta kai phendem savorhenge."
,,,"prin trupul Lui de carne, prin moarte, ca să vă facă să vă înfăţişaţi înaintea Lui sfinţi, fără prihană şi fără vină;","Numa akana katar e martia kai lesko Shav lia ande pesko stato manushesko, O Del kerdia te avel tume e pacha lesa, saxke te kerel te aven angla leste Swuntsi, vuzhe, ai bi doshako,"
,,,"El era în lume, şi lumea a fost făcută prin El, dar lumea nu L -a cunoscut.","Wo sas ande lumia, ai e lumia sas kerdi pala leste numa e lumia chi zhanglia les."
,,,"Şi voi, părinţilor, nu întărîtaţi la mînie pe copiii voştri, ci creşteţi -i, în mustrarea şi învăţătura Domnului.","Ai tume le dada, na keren tumare glatensa bi malades ai te xoliavon, numa bariaren le ando sicharimos, ai sicharen le pa Del."
,,,",Duceţi-vă şi voi în via mea`, le -a zis el, ,şi vă voi da ce va fi cu dreptul.` Şi s'au dus.","Lenge phendia, ""Zhan vi tume ande murhi rez, ai dava tumen so si vorta."""
,,,"Iosif, numit de apostoli şi Barnaba, adică, în tîlmăcire, fiul mîngîierii, un Levit, de neam din Cipru,","O Josef, kai akharenas les le apostluria Barnabbas, ai kodia znachil o shav kai zhutil, wo sas anda Levite, andai phuv kai busholas Cyprus."
